co_code,company_name,symbol,listing_date,listing_year,time,event,issue_price,listing_close,listing_gain_pct,firm_age,diff_issue_list_dates,traded_qty_l1,total_subs_times,qib_subs_times,nii_subs_times,eps,pe_ratio,debt_to_asset_ratio
687185,MAITREYA MEDICARE LTD.,MAITREYA,2023-07-11,2023,281,0,82,154.45,88.35,4,6,505600,3.50,1.00,1.50,6.55,23.57,1.0000
687186,SHANTHALA F M C G PRODUCTS LTD.,SHANTHALA,2023-03-11,2023,59,1,91,103.55,13.79,9,3,439200,3.50,1.00,1.50,0.30,346.78,1.0000
687306,S A R TELEVENTURE LTD.,SARTELE,2023-08-11,2023,285,0,55,110.25,100.45,4,5,2390000,8.40,0.03,6.02,0.37,300.65,1.0000
687518,SUNREST LIFESCIENCE LTD.,SUNREST,20-11-2023,2023,1,1,84,79.8,-5.00,12,11,376000,3.50,1.00,1.50,2.60,30.69,1.0000
688263,DELAPLEX LTD.,DELAPLEX,2024-02-02,2024,226,0,192,324.45,68.98,20,3,1172400,3.13,0.58,1.97,8.75,37.09,1.0000
688888,PRESSTONIC ENGINEERING LTD.,PRESSTONIC,18-12-2023,2023,258,0,72,147,104.17,2,5,2475200,3.50,1.00,1.50,4.62,31.83,1.0000
688898,NEPHRO CARE INDIA LTD.,NEPHROCARE,2024-05-07,2024,122,0,90,179.55,99.50,10,3,449600,3.50,1.00,1.50,2.78,64.63,1.0000
689147,SAMEERA AGRO & INFRA LTD.,SAIFL,01-01-2024,2024,1,1,180,171,-5.00,12,5,500800,2.50,1.00,1.00,10.03,17.06,1.0000
689149,INDIFRA LTD.,INDIFRA,29-12-2023,2023,2,1,65,68.4,5.23,14,3,370000,2.50,1.00,1.00,5.00,13.68,1.0000
689314,H R H NEXT SERVICES LTD.,HRHNEXT,2024-03-01,2024,29,1,36,43.05,19.58,17,5,1161000,2.50,1.00,1.00,3.43,12.54,1.0000
689315,KAUSHALYA LOGISTICS LTD.,KLL,2024-08-01,2024,244,0,75,105,40.00,17,5,2025600,2.50,1.00,1.00,3.50,30.03,1.0000
689655,I B L FINANCE LTD.,IBLFL,16-01-2024,2024,39,1,51,58.8,15.29,7,5,2130000,2.50,1.00,1.00,1.01,57.94,1.0000
689828,ADDICTIVE LEARNING TECHNOLOGY LTD.,LAWSIKHO,30-01-2024,2024,229,0,140,294.5,110.36,7,6,1789000,3.50,1.00,1.50,3.12,94.27,1.0000
689899,MAXPOSURE LTD.,MAXPOSURE,23-01-2024,2024,232,0,33,137.75,317.42,18,6,1592000,2.50,1.00,1.00,2.00,68.85,1.0000
690502,FONEBOX RETAIL LTD.,FONEBOX,2024-02-02,2024,217,0,70,210,200.00,3,3,1578000,3.50,1.00,1.50,2.46,85.50,1.0000
690627,DOCMODE HEALTH TECHNOLOGIES LTD.,DHTL,2024-02-02,2024,189,0,79,180.75,128.80,7,3,585600,3.50,1.00,1.50,6.36,28.40,1.0000
691341,THAAI CASTING LTD.,TCL,23-02-2024,2024,211,0,77,195.15,153.44,1,3,3555200,3.50,1.00,1.50,5.00,39.03,1.0000
691371,ESCONET TECHNOLOGIES LTD.,ESCONET,23-02-2024,2024,211,0,84,275.5,227.98,12,3,1248000,3.50,1.00,1.50,3.59,76.69,1.0000
692124,SONA MACHINERY LTD.,SONAMAC,13-03-2024,2024,1,1,143,131.25,-8.22,12,6,693000,3.50,1.00,1.50,4.90,26.80,1.0000
692278,SHREE KARNI FABCOM LTD.,SHREEKARNI,14-03-2024,2024,197,0,227,273,20.26,1,3,655200,3.50,1.00,1.50,6.26,43.58,0.4500
692525,PRATHAM EPC PROJECTS LTD.,PRATHAM,18-03-2024,2024,195,0,75,118.95,58.60,10,5,2440000,3.50,1.00,1.50,5.10,23.34,1.0000
692526,SIGNORIA CREATION LTD.,SIGNORIA,19-03-2024,2024,148,0,65,137.55,111.62,5,5,904000,3.50,1.00,1.50,3.87,35.57,1.0000
692994,ENFUSE SOLUTIONS LTD.,ENFUSE,22-03-2024,2024,190,0,96,115.45,20.26,7,3,1074000,8.36,1.93,5.27,3.88,29.78,1.0000
693105,ENSER COMMUNICATIONS LTD.,ENSER,22-03-2024,2024,2,1,70,70.1,0.14,16,3,998000,3.50,1.00,1.50,3.51,19.97,1.0000
693206,VISHWAS AGRI SEEDS LTD.,VISHWAS,01-04-2024,2024,1,1,86,83.6,-2.79,12,6,924800,3.50,1.00,1.50,6.01,13.91,1.0000
693411,NAMAN IN-STORE (INDIA) LTD.,NAMAN,2024-02-04,2024,43,1,89,118.75,33.43,14,6,748800,3.50,1.00,1.50,9.43,12.59,1.0000
693506,BLUE PEBBLE LTD.,BLUEPEBBLE,2024-03-04,2024,185,0,168,208.95,24.37,7,6,508800,3.50,1.00,1.50,9.22,22.67,1.0000
693554,YASH OPTICS & LENS LTD.,YASHOPTICS,2024-08-04,2024,154,1,81,92.7,14.44,14,5,3004800,0.59,1.38,0.11,3.55,26.12,1.0000
693729,CREATIVE GRAPHICS SOLUTIONS INDIA LTD.,CGRAPHICS,2024-09-04,2024,179,0,85,176.25,107.35,10,5,3454400,0.96,0.00,0.47,4.34,40.65,1.0000
694572,GRILL SPLENDOUR SERVICES LTD.,BIRDYS,23-04-2024,2024,4,1,120,127.35,6.12,5,5,769200,3.50,1.00,1.50,5.00,25.47,1.0000
695521,MANDEEP AUTO INDS. LTD.,MANDEEP,21-05-2024,2024,1,1,67,65.35,-2.46,12,6,1244000,3.50,1.00,1.50,2.06,31.72,0.4500
696082,SLONE INFOSYSTEMS LTD.,SLONE,2024-10-05,2024,160,0,79,112.6,42.53,2,3,836800,3.50,1.00,1.50,7.95,14.16,1.0000
696225,WINSOL ENGINEERS LTD.,WINSOL,14-05-2024,2024,159,0,75,383.25,411.00,9,5,1680000,3.50,1.00,1.50,7.56,50.70,1.0000
696603,INDIAN EMULSIFIERS LTD.,IEML,22-05-2024,2024,153,0,132,451.5,242.05,4,6,1881000,9.09,0.04,7.10,7.22,62.50,0.4500
696674,VERITAAS ADVERTISING LTD.,VERITAAS,21-05-2024,2024,126,0,114,261.25,129.17,6,6,408000,3.50,1.00,1.50,6.09,42.88,0.4500
696807,G P ECO SOLUTIONS INDIA LTD.,GPECO,24-06-2024,2024,131,0,94,393.75,318.88,14,5,1530000,3.50,1.00,1.50,6.08,64.76,1.0000
697841,PELATRO LTD.,PELATRO,24-09-2024,2024,67,0,200,288.75,44.38,11,5,1094400,0.43,0.00,0.18,5.20,55.54,1.0000
698567,QUEST LABORATORIES LTD.,QUESTLAB,23-05-2024,2024,104,1,97,147.35,51.91,26,6,1443600,3.50,1.00,1.50,6.16,23.93,0.4500
698661,MY MUDRA FINCORP LTD.,MYMUDRA,2024-12-09,2024,5,1,110,123.5,12.27,11,3,1262400,5.79,7.00,3.60,7.28,16.97,1.0000
698793,RULKA ELECTRICALS LTD.,RULKA,24-05-2024,2024,151,0,235,498.75,112.23,11,3,448800,3.50,1.00,1.50,14.35,34.76,0.4500
698794,HOAC FOODS INDIA LTD.,HOACFOODS,24-05-2024,2024,127,0,48,139.65,190.94,6,3,378000,3.50,1.00,1.50,2.65,52.62,0.4500
701193,FALCON TECHNOPROJECTS INDIA LTD.,FALCONTECH,26-06-2024,2024,1,1,92,88.2,-4.13,12,5,334800,2.50,1.00,1.00,2.17,40.73,1.0000
701482,MASON INFRATECH LTD.,MASON,2024-01-07,2024,126,0,64,92.4,44.38,1,5,1906000,3.50,1.00,1.50,6.63,13.94,0.4500
702438,PRIZOR VIZTECH LTD.,PRIZOR,22-07-2024,2024,112,0,87,173.55,99.48,7,6,544000,3.50,1.00,1.50,5.16,33.61,1.0000
702530,MACOBS TECHNOLOGIES LTD.,MACOBSTECH,24-07-2024,2024,104,0,75,100.8,34.40,5,5,1211200,3.50,1.00,1.50,2.26,44.68,1.0000
702904,V L INFRAPROJECTS LTD.,VLINFRA,30-07-2024,2024,106,0,42,83.75,99.40,10,5,537000,3.50,1.00,1.50,3.91,21.40,1.0000
703022,MANGLAM INFRA & ENGG. LTD.,MIEL,31-07-2024,2024,47,1,56,111.7,99.46,1,5,1674000,3.50,1.00,1.50,3.76,29.69,0.4500
703024,SAHASRA ELECTRONIC SOLUTIONS LTD.,SAHASRA,2024-04-10,2024,60,0,283,564.55,99.49,1,4,3137200,2.50,1.00,1.00,6.74,83.74,1.0000
703140,TROM INDUSTRIES LTD.,TROM,2024-01-08,2024,104,0,115,229.4,99.48,5,3,458400,3.50,1.00,1.50,6.19,37.07,1.0000
703193,BULKCORP INTERNATIONAL LTD.,BULKCORP,2024-06-08,2024,28,1,105,136.5,30.00,15,5,840000,3.50,1.00,1.50,4.66,29.31,1.0000
703429,DHARIWALCORP LTD.,DHARIWAL,2024-08-08,2024,87,0,106,142.5,34.43,4,3,872400,3.37,0.00,1.83,5.04,28.28,0.4500
703495,PICTUREPOST STUDIOS LTD.,PPSL,2024-09-08,2024,97,0,24,31.5,31.25,1,3,2964000,6.24,0.00,3.94,1.09,29.02,1.0000
703914,SUNLITE RECYCLING INDS. LTD.,SUNLITE,20-08-2024,2024,91,0,105,209.45,99.48,2,6,806400,3.50,1.00,1.50,8.22,25.49,1.0000
705159,FORCAS STUDIO LTD.,FORCAS,26-08-2024,2024,86,0,80,144.4,80.50,0,5,2241600,36.51,0.00,28.42,2.87,50.37,0.4500
705283,IDEAL TECHNOPLAST INDS. LTD.,IDEALTECHO,28-08-2024,2024,6,1,121,138.7,14.63,1,5,476000,2.50,1.00,1.00,5.04,27.52,1.0000
705535,VDEAL SYSTEM LTD.,VDEAL,2024-03-09,2024,82,0,112,178.5,59.38,15,5,1124400,2.50,1.00,1.00,6.36,28.07,1.0000
705626,BOSS PACKAGING SOLUTIONS LTD.,BOSS,2024-06-09,2024,7,1,66,86.6,31.21,12,3,942000,2.50,1.00,1.00,2.32,37.38,1.0000
705699,EXCELLENT WIRES & PACKAGING LTD.,EXCELLENT,19-09-2024,2024,1,1,90,82.05,-8.83,12,6,417600,2.50,1.00,1.00,1.83,44.73,1.0000
705926,VISION INFRA EQUIPMENT SOLUTIONS LTD.,VIESL,13-09-2024,2024,18,1,163,215.25,32.06,0,3,2675200,2.08,4.38,1.01,1.34,160.25,1.0000
706016,SHUBHSHREE BIOFUELS ENERGY LTD.,SHUBHSHREE,16-09-2024,2024,73,0,119,198.45,66.76,11,5,625200,2.99,0.00,1.39,6.26,31.72,0.4500
706063,INNOMET ADVANCED MATERIALS LTD.,INNOMET,18-09-2024,2024,71,0,100,199.5,99.50,5,5,1369200,2.50,1.00,1.00,1.95,102.44,0.4500
706185,ENVIROTECH SYSTEMS LTD.,ENVIRO,24-09-2024,2024,67,0,56,111.7,99.46,17,5,976000,2.71,0.00,2.33,6.08,18.36,1.0000
706582,RAPPID VALVES (INDIA) LTD.,RAPPID,30-09-2024,2024,63,0,222,309.35,39.35,22,5,622800,2.71,0.00,2.11,11.48,26.95,0.4500
706661,THINKING HATS ENTERTAINMENT SOLUTIONS LTD.,THESL,2024-03-10,2024,13,1,44,57,29.55,11,6,1002000,3.50,1.00,1.50,1.15,49.77,0.4500
706662,FORGE AUTO INTERNATIONAL LTD.,FORGEAUTO,2024-04-10,2024,2,1,108,109.35,1.25,1,4,1065600,4.61,6.55,2.35,6.65,16.45,0.4500
706941,PARAMOUNT DYE TEC LTD.,PARAMOUNT,25-09-2024,2024,57,0,59,87.15,47.71,1,5,2488000,3.50,1.00,1.50,2.78,31.30,0.4500
707438,LAKSHYA POWERTECH LTD.,LAKSHYA,23-10-2024,2024,47,0,180,359.1,99.50,12,5,830400,61.71,1.37,64.61,16.94,21.20,0.4500
707524,FRESHARA AGRO EXPORTS LTD.,FRESHARA,24-10-2024,2024,22,1,116,134.7,16.12,1,3,2959200,12.31,3.51,11.23,5.00,26.94,1.0000
707717,O B S C PERFECTION LTD.,OBSCP,29-10-2024,2024,43,0,100,115.5,15.50,7,5,2338800,0.77,1.43,0.16,5.54,20.84,0.4500
708806,LAMOSAIC INDIA LTD.,LAMOSAIC,29-11-2024,2024,1,1,200,172.2,-13.90,12,3,1527000,3.50,1.00,1.50,8.86,19.43,1.0000
708816,C 2 C ADVANCED SYSTEMS LTD.,C2C,2024-03-12,2024,20,0,226,450.85,99.49,6,7,636600,3.50,1.00,1.50,5.00,90.17,0.4500
708900,RAJPUTANA BIODIESEL LTD.,RAJPUTANA,2024-03-12,2024,20,0,130,259.35,99.50,8,5,412000,3.50,1.00,1.50,6.63,39.14,0.4500
709502,PURPLE UNITED SALES LTD.,PURPLEUTED,18-12-2024,2024,9,0,126,208.95,65.83,10,5,1296000,3.50,1.00,1.50,5.00,41.79,0.4500
713248,IDENTICAL BRAINS STUDIOS LTD.,IDENTICAL,26-12-2024,2024,4,0,54,99.75,84.72,5,6,2084000,3.50,1.00,1.50,5.00,19.95,0.4500
78685,A B COTSPIN INDIA LTD.,ABCOTS,2022-11-01,2022,93,1,35,40.4,15.43,25,7,756000,3.50,1.00,1.50,5.63,7.18,1.0000
80259,GEEKAY WIRES LTD.,GEEKAYWIRE,24-08-2017,2017,1,1,39,33.25,-14.74,12,935,324000,2.50,1.00,1.00,0.78,42.62,1.0000
8280,AHIMSA INDUSTRIES LTD.,AHIMSA,15-10-2015,2015,3,1,25,26,4.00,19,14,6000,3.50,1.00,1.50,5.00,5.20,1.0000
83447,GOLDSTAR POWER LTD.,GOLDSTAR,2017-10-10,2017,153,1,25,26.3,5.20,18,11,330000,2.50,1.00,1.00,0.01,2827.96,1.0000
8628,AIRAN LTD.,,24-03-2017,2017,472,1,43.080000000000005,53.85,25.00,12,7,2376000,2.50,1.00,1.00,0.98,54.74,1.0000
92893,HI-TECH PIPES LTD.,HITECH,25-02-2016,2016,1,1,380,58.75,-84.54,12,808,318000,3.50,1.00,1.50,5.00,11.75,1.0000
9505,AKASH INFRA-PROJECTS LTD.,AKASH,15-03-2017,2017,207,1,58,128.15,120.95,18,949,927000,3.50,1.00,1.50,3.45,37.12,1.0000
96501,CYBER MEDIA RESEARCH & SERVICES LTD.,CMRSL,2022-10-10,2022,71,1,180,257.5,43.06,26,11,354400,3.50,1.00,1.50,4.85,53.10,1.0000
