chittorgarh_id,company_name,listing_date,issue_price,listing_close_price,listing_gain_pct,firm_age,diff_issue_list_dates,log_traded_qty,total_subs_times,retail_subs_times,log_retail_subs,log_day1_subs,log_subs_accel,log_closing_surge,eps,pe_ratio_clipped,debt_to_asset_ratio,is_hot_period,current_gain_loss_pct,event,time,cox_hazard_score,rsf_risk_score,risk_quintile
2238,Monarch Surveyors & Engineering Consultants Ltd.,29-Jul-2025,250.0,400.2,60.08,12.0,5,15.187997787828706,250.65,263.01,5.575986981216812,3.7001037256352443,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,1.2,0,299.0,0.5020304086421654,23.355767325675433,Q1 (Predicted Safest)
2279,Swastika Castal Ltd.,28-Jul-2025,65.0,66.82,2.8,12.0,5,11.662215780913316,5.08,7.74,2.167910189667444,0.770571077524749,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,71.85,0,300.0,1.7871220135367745,139.879281517094,Q5 (Predicted Highest Risk)
2305,Savy Infra & Logistics Ltd.,28-Jul-2025,120.0,143.3,19.42,12.0,5,14.133455796185842,114.5,91.62,4.528505101052606,2.6907683938676827,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,16.38,0,300.0,0.8092112154070766,75.19601402556728,Q2
2371,Monika Alcobev Ltd.,23-Jul-2025,286.0,288.0,0.7,12.0,5,10.687411927154141,4.08,2.92,1.366091653802371,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-43.78,1,304.0,2.3525639061712154,151.29119108423373,Q5 (Predicted Highest Risk)
2111,Spunweb Nonwoven Ltd.,21-Jul-2025,96.0,158.55,65.16,12.0,5,15.141736658095338,251.03,251.12,5.5299051646449096,3.655012384602359,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,3.12,0,305.0,0.4989008736947909,23.558267325675434,Q1 (Predicted Safest)
2120,Asston Pharmaceuticals Ltd.,16-Jul-2025,123.0,124.95,1.59,12.0,5,14.763649120739212,186.55,172.06,5.153638355178593,3.2887376520371174,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-11.79,1,309.0,0.7190596909741958,112.62122748778998,Q4
2139,GLEN Industries Ltd.,15-Jul-2025,97.0,152.37,57.08,12.0,5,15.03257262293078,260.28,225.15,5.421198495923853,3.548826844499148,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,29.85,0,309.0,0.5323054021035667,24.931717382562987,Q1 (Predicted Safest)
2177,Smarten Power Systems Ltd.,14-Jul-2025,100.0,151.2,51.2,12.0,5,11.156978827180746,5.49,4.67,1.7351891177396608,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-46.0,1,310.0,1.6980821215875794,80.89460228921006,Q3
2241,Chemkart India Ltd.,14-Jul-2025,248.0,259.45,4.62,12.0,5,10.104426393862145,5.91,1.63,0.9669838461896731,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-19.96,1,310.0,2.6831053136131224,141.23994364333237,Q5 (Predicted Highest Risk)
2175,Meta Infotech Ltd.,11-Jul-2025,161.0,236.25,46.74,12.0,3,14.41990903507474,166.94,122.01,4.8122656528806935,2.9601828130980348,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-51.05,1,312.0,0.6660316267912083,41.85293349546957,Q2
2106,Happy Square Outsourcing Services Ltd.,10-Jul-2025,76.0,80.85,6.38,12.0,3,10.367253014814716,3.58,2.12,1.1378330018213911,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-43.29,1,313.0,2.4955077581895826,124.52475938616446,Q4
2360,Cryogenic OGS Ltd.,10-Jul-2025,47.0,93.76,99.49,12.0,3,16.266989767805793,694.9,773.7,6.652475857637857,4.762643909812281,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,739.26,0,313.0,0.3102941290968238,23.31775672244424,Q1 (Predicted Safest)
2169,Vandan Foods Ltd.,07-Jul-2025,115.0,118.75,3.26,12.0,5,10.743998145734295,1.75,3.09,1.4085449700547104,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-78.7,1,315.0,2.294493512166054,146.3830328105267,Q5 (Predicted Highest Risk)
2392,Silky Overseas Ltd.,07-Jul-2025,161.0,162.45,0.9,12.0,5,14.397782600806137,169.93,119.34,4.790321069792205,2.9392148307188193,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-59.41,1,315.0,0.804610619317883,121.93378492105803,Q4
2338,Neetu Yoshi Ltd.,04-Jul-2025,75.0,110.25,47.0,12.0,3,14.128970751190154,128.18,91.21,4.52406858455105,2.6865881978028776,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,197.8,0,317.0,0.725900719810032,41.33081545677497,Q1 (Predicted Safest)
2365,Adcounty Media India Ltd.,04-Jul-2025,85.0,136.5,60.59,12.0,3,15.051142190941633,273.08,229.37,5.439686712010562,3.5668671753031287,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,1.76,0,317.0,0.5217023760815184,25.543999507437025,Q1 (Predicted Safest)
2164,Moving Media Entertainment Ltd.,03-Jul-2025,70.0,74.55,6.5,12.0,3,13.729626908487234,73.4,61.18,4.130033404630607,2.3201302722097945,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-61.36,1,318.0,0.960380193097313,95.91249803069255,Q3
2314,Ace Alpha Tech Ltd.,03-Jul-2025,69.0,85.05,23.26,12.0,3,14.136724838892933,101.75,91.92,4.531738907902208,2.6938160410743857,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,116.38,0,318.0,0.7957047805328996,66.02583544699718,Q2
2386,PRO FX Tech Ltd.,03-Jul-2025,87.0,99.75,14.66,12.0,3,12.261275537471796,25.42,14.09,2.7140322727797574,1.1357474953303694,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-18.28,1,318.0,1.434610925967916,91.42839726547604,Q3
2144,Rama Telecom Ltd.,02-Jul-2025,68.0,68.4,0.59,12.0,5,10.214678610538817,1.61,1.82,1.0367368849500223,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,15.44,0,319.0,2.6539145471902645,153.31325172844672,Q5 (Predicted Highest Risk)
2372,Suntech Infra Solutions Ltd.,02-Jul-2025,86.0,103.8,20.7,12.0,5,14.62710766287201,223.64,150.1,5.017941869278694,3.1576385153970112,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-57.21,1,319.0,0.6944472017787138,68.56283825993025,Q2
2330,AJC Jewel Manufacturers Ltd.,01-Jul-2025,95.0,95.39,0.41,12.0,5,10.666650414667744,2.82,2.86,1.3506671834767394,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,212.74,0,319.0,2.3680767468453228,150.5114380560081,Q5 (Predicted Highest Risk)
2369,Shri Hare-Krishna Sponge Iron Ltd.,01-Jul-2025,59.0,64.55,9.41,12.0,5,10.747229096720554,6.84,3.1,1.410986973710262,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-42.37,1,319.0,2.237313176285272,115.67089533644062,Q4
2213,Safe Enterprises Retail Fixtures Ltd.,27-Jun-2025,138.0,158.55,14.89,12.0,3,11.106474871430772,14.7,4.44,1.6937790608678513,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,80.72,0,322.0,1.9870251939409433,95.08113017105043,Q3
2335,Mayasheel Ventures Ltd.,27-Jun-2025,47.0,60.9,29.57,12.0,3,14.246936417324402,232.73,102.63,4.640826863196126,2.7969459127287903,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-24.79,1,322.0,0.7508602836672363,63.111228707202294,Q2
2092,Influx Healthtech Ltd.,25-Jun-2025,96.0,126.2,31.46,12.0,5,14.383775122885414,201.35,117.68,4.7764307954226215,2.9259533789460743,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,185.1,0,324.0,0.7157828060386461,63.93123425992843,Q2
2168,Eppeltone Engineers Ltd.,24-Jun-2025,128.0,255.35,99.49,12.0,5,15.129395772339842,296.34,248.04,5.517613526133353,3.64299257134146,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,3.91,0,324.0,0.4370228767451456,23.930390341548453,Q1 (Predicted Safest)
2166,Patil Automation Ltd.,23-Jun-2025,120.0,162.75,35.62,12.0,5,13.41734524142851,101.42,44.77,3.8236288546655506,2.0432312925291223,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,171.58,0,325.0,0.9396731891307065,56.58374209771016,Q2
2257,Samay Project Services Ltd.,23-Jun-2025,34.0,36.0,5.88,12.0,5,12.329842170791169,29.08,15.09,2.7781979610042917,1.1828002390931351,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,38.24,0,325.0,1.4570104754950874,127.21625576114707,Q4
2103,Monolithisch India Ltd.,19-Jun-2025,143.0,243.1,70.0,12.0,3,14.166625775225253,182.89,94.71,4.561322786207815,2.7217229680228527,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,805.59,0,328.0,0.6552029392685177,39.379486872647945,Q1 (Predicted Safest)
2239,Sacheerome Ltd.,16-Jun-2025,102.0,160.55,57.4,12.0,5,14.81031704770186,312.94,180.28,5.200042797279696,3.33370338629894,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,426.32,0,330.0,0.5682960997579147,34.06306377922188,Q1 (Predicted Safest)
2294,Ganga Bath Fittings Ltd.,11-Jun-2025,49.0,56.05,14.39,12.0,5,10.551924982703788,1.64,2.55,1.2669476034873244,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-58.06,1,334.0,2.3079842001510325,106.45093124080445,Q3
2264,Neptune Petrochemicals Ltd.,04-Jun-2025,122.0,139.35,14.22,12.0,5,9.210440366976517,4.11,0.0,0.0,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,45.82,0,339.0,3.4182557744850826,112.78369121822118,Q4
2123,Blue Water Logistics Ltd.,03-Jun-2025,135.0,148.05,9.67,12.0,5,11.49528070779676,9.36,6.55,2.0215475632609334,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,251.85,0,339.0,1.8228711414603935,109.55935568494965,Q4
2379,Astonea Labs Ltd.,03-Jun-2025,135.0,135.65,0.48,12.0,5,10.140573455973044,2.55,1.69,0.9895411936137477,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,162.59,0,339.0,2.7036788655298687,152.05180827606577,Q5 (Predicted Highest Risk)
2141,Unified Data-Tech Solutions Ltd.,29-May-2025,273.0,299.25,9.62,12.0,3,13.391322769207571,91.12,43.62,3.7981821890043865,2.0206199808714937,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,46.76,0,343.0,1.0491547393689178,87.55725255272237,Q3
2327,Dar Credit & Capital Ltd.,28-May-2025,60.0,63.95,6.58,12.0,5,14.268622955186679,106.09,104.88,4.662306377358901,2.817323053579952,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-32.5,1,344.0,0.8177193973336683,92.6343052660601,Q3
2348,Integrity Infrabuild Developers Ltd.,20-May-2025,100.0,103.5,3.5,12.0,5,10.431199791458543,2.17,2.26,1.1817271953786161,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,71.05,0,349.0,2.4853069447226193,145.6935514556551,Q5 (Predicted Highest Risk)
2339,Virtual Galaxy Infotech Ltd.,19-May-2025,142.0,189.0,33.1,12.0,5,14.513869632975709,231.45,134.03,4.905496975972951,3.049486287885357,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-1.34,1,350.0,0.6839553130674908,55.59503209403876,Q2
2374,Srigee DLM Ltd.,12-May-2025,99.0,197.5,99.49,12.0,5,15.111784747481028,490.93,243.71,5.500073835980599,3.6258464657595897,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-21.13,1,355.0,0.43933674663900596,25.690186899157503,Q1 (Predicted Safest)
2382,Kenrik Industries Ltd.,09-May-2025,25.0,26.26,5.04,12.0,3,10.948189089173493,2.0,3.79,1.5665304114228238,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-46.92,1,357.0,2.1565862884624756,128.89481960314228,Q4
2398,Tankup Engineers Ltd.,30-Apr-2025,140.0,183.75,31.25,12.0,5,13.455474256702827,124.67,46.51,3.86094021519883,2.076499718758915,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,1075.68,0,364.0,0.9453113802835363,70.03779596051403,Q2
2201,Spinaroo Commercial Ltd.,08-Apr-2025,51.0,54.44,6.75,12.0,5,9.798182590890704,1.52,1.2,0.7884573603642702,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-11.76,1,379.0,2.8603714919716734,127.7577739896127,Q4
2222,Retaggio Industries Ltd.,07-Apr-2025,25.0,25.2,0.8,12.0,5,10.559737318992255,1.86,2.57,1.2725655957915476,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,108.0,0,380.0,2.430871790894554,149.177256508389,Q5 (Predicted Highest Risk)
2219,Identixweb Ltd.,03-Apr-2025,54.0,57.75,6.94,12.0,6,12.281648468435115,26.15,14.38,2.733067964077498,1.1496222095758546,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,27.78,0,383.0,1.4718554302744338,121.70345047615426,Q4
2208,Shri Ahimsa Naturals Ltd.,02-Apr-2025,119.0,147.0,23.53,12.0,6,13.171155446333852,62.71,35.0,3.58351893845611,1.8325814637483102,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,293.91,0,384.0,1.0609441846675096,68.49059395577596,Q2
2204,Desco Infratech Ltd.,01-Apr-2025,150.0,168.0,12.0,12.0,6,13.54015355220296,83.75,50.62,3.943909194290468,2.150947918331086,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,27.23,0,384.0,0.9952042757809825,79.60900205674477,Q3
2188,Rapid Fleet Management Services Ltd.,28-Mar-2025,192.0,200.9,4.64,12.0,3,9.405166749908611,1.65,0.81,0.5933268452777344,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,8.98,0,387.0,3.146808989665819,141.1524881439668,Q5 (Predicted Highest Risk)
2052,NAPS Global India Ltd.,11-Mar-2025,90.0,102.6,14.0,12.0,5,9.798182590890704,1.19,1.2,0.7884573603642702,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-42.78,1,399.0,2.779313018442531,111.49749250939699,Q4
2037,Balaji Phosphates Ltd.,07-Mar-2025,70.0,74.35,6.21,12.0,3,9.702044336534586,1.21,1.09,0.7371640659767197,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,67.07,0,402.0,2.9284320424033945,128.4790974924987,Q4
1994,HP Telecom India Ltd.,28-Feb-2025,108.0,115.05,6.53,12.0,4,10.231027154561334,1.91,1.85,1.0473189942805592,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,296.34,0,407.0,2.580904818219579,127.62485529372525,Q4
1991,Royal Arc Electrodes Ltd.,24-Feb-2025,120.0,121.3,1.08,12.0,6,10.39056336913101,1.6,2.17,1.1537315878891892,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,26.67,0,410.0,2.5359806706511536,150.49667547483926,Q5 (Predicted Highest Risk)
1984,P S Raj Steels Ltd.,19-Feb-2025,140.0,150.6,7.57,12.0,5,11.922389234432126,9.82,10.04,2.401525040848949,0.9186878564738765,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,258.75,0,414.0,1.628269856759384,112.63583916674568,Q4
1986,Voler Car Ltd.,19-Feb-2025,90.0,91.45,1.61,12.0,5,12.250572667806054,13.62,13.94,2.7040421797046714,1.1284946631499793,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,158.89,0,414.0,1.516458500860463,140.02065206405595,Q5 (Predicted Highest Risk)
1987,Maxvolt Energy Industries Ltd.,19-Feb-2025,180.0,180.9,0.5,12.0,5,10.293872863209199,3.23,1.97,1.0885619528146082,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,109.44,0,414.0,2.6033288076659713,153.40333033387293,Q5 (Predicted Highest Risk)
1982,Chandan Healthcare Ltd.,17-Feb-2025,159.0,173.35,9.03,12.0,5,10.50783084142058,7.04,2.44,1.235471471385307,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,27.33,0,415.0,2.384396760712284,111.3111280869081,Q4
1981,Solarium Green Energy Ltd.,13-Feb-2025,191.0,211.9,10.94,12.0,3,11.239159446844907,8.83,5.07,1.803358605071407,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-28.27,1,418.0,1.9463369833132935,101.32450950005475,Q3
1976,Chamunda Electrical Ltd.,11-Feb-2025,50.0,66.5,33.0,12.0,5,15.93320491665239,737.97,554.13,6.3192023205521135,4.432238406927152,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-12.0,1,419.0,0.44681010436479285,43.289257721445225,Q2
1973,H.M.Electro Mech Ltd.,31-Jan-2025,75.0,77.04,2.72,12.0,3,14.175455848485369,91.75,95.55,4.570061008874523,2.7299747585180016,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-32.0,1,427.0,0.85327746632644,115.39704708577244,Q4
1972,CLN Energy Ltd.,30-Jan-2025,250.0,254.15,1.66,12.0,3,11.49528070779676,5.42,6.55,2.0215475632609334,0.6931471805599453,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,88.6,0,428.0,1.8805165850894505,138.05839015929402,Q5 (Predicted Highest Risk)
1963,EMA Partners India Ltd.,24-Jan-2025,124.0,148.7,19.92,12.0,3,14.7358933061083,221.06,167.35,5.126045145607083,3.2620310951821283,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-31.85,1,432.0,0.6738169669706263,68.97641881708977,Q2
1965,Landmark Immigration Consultants Ltd.,23-Jan-2025,72.0,75.07,4.26,12.0,3,14.020938917771465,72.84,81.87,4.417273114860951,2.5862967939419312,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-85.94,1,433.0,0.8882014553211887,113.83512517039897,Q4
1962,Kabra Jewels Ltd.,22-Jan-2025,128.0,255.35,99.49,12.0,5,15.568789213579194,356.02,384.9,5.955578268543573,4.073035801275849,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-20.7,1,434.0,0.38299137596503624,23.159735579643687,Q1 (Predicted Safest)
1964,Rikhav Securities Ltd.,22-Jan-2025,86.0,171.55,99.48,12.0,5,15.142691919815471,307.0,251.36,5.530856639502609,3.6559429538676715,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-46.51,1,434.0,0.435298878077464,23.930390341548453,Q1 (Predicted Safest)
1960,Barflex Polyfilms Ltd.,20-Jan-2025,60.0,63.0,5.0,12.0,5,14.20565963891672,151.48,98.48,4.599956618935204,2.758236216015381,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,3.33,0,435.0,0.8385133880704279,101.14052054383788,Q3
1959,Sat Kartar Shopping Ltd.,17-Jan-2025,81.0,161.55,99.44,12.0,3,15.138505896117918,334.93,250.31,5.526687236833828,3.6518653047072847,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,76.42,0,437.0,0.4356414801030345,24.037935293872813,Q1 (Predicted Safest)
1862,Avax Apparels & Ornaments Ltd.,14-Jan-2025,70.0,139.65,99.5,12.0,5,15.535639931284,256.41,372.35,5.922516317481711,4.0404601946034475,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-3.29,1,439.0,0.3868108027043382,23.888902246310355,Q1 (Predicted Safest)
1955,Delta Autocorp Ltd.,14-Jan-2025,130.0,167.25,28.65,12.0,5,15.366249081630901,342.1,314.33,5.753619709503373,3.8743107539742265,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,-74.46,1,439.0,0.539019927272097,48.89924974603283,Q2
1958,B.R.Goyal Infrastructure Ltd.,14-Jan-2025,135.0,142.5,5.56,12.0,5,14.09620653437469,118.08,88.27,4.4916654851912705,2.6560900177269557,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,37.78,0,439.0,0.8645082159249559,97.66126859738435,Q3
1956,Indobell Insulations Ltd.,13-Jan-2025,46.0,91.77,99.5,12.0,5,13.574140661368377,51.84,52.37,3.9772487903458535,2.1810387349145497,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,52.83,0,440.0,0.6961427154977737,43.12104736189043,Q2
1950,Fabtech Technologies Cleanrooms Ltd.,10-Jan-2025,85.0,169.57,99.49,12.0,3,16.18815804363686,740.37,715.05,6.573749996924711,4.684512648547234,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,461.94,0,442.0,0.3177355061927355,23.31775672244424,Q1 (Predicted Safest)
1953,Parmeshwar Metal Ltd.,09-Jan-2025,61.0,88.72,45.44,12.0,3,16.007873447536205,607.07,597.09,6.393741244298632,4.5060512621179365,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,429.51,0,443.0,0.41560663819020816,25.41757499445001,Q1 (Predicted Safest)
1949,Leo Dryfruits & Spices Trading Ltd.,08-Jan-2025,52.0,71.36,37.23,12.0,5,14.656000007921515,181.77,154.5,5.0466457316192885,3.185319041339358,1.4350845252893227,1.7047480922384253,5.0,22.0,0.35,1,16.92,0,444.0,0.6447802375414258,42.07498221245105,Q2
